title,keyword,abstract,field,authors,date,doi,references
Study on generic tangible objects used to collaborate remotely on RFID tabletops,"Remote collaboration,RFID,Tabletop,Tangible interaction,Tangiget",,"Human-Computer Interaction,Signal Processing","Amira Bouabid,Sophie Lepreux,Christophe Kolski",2024,10.1007/s12193-018-0262-6,"10.1007/s00779-011-0442-9, 10.1145/2540930.2540973, 10.1145/1718918.1718987, 10.1145/2396636.2396710, 10.1007/s10606-015-9221-x, 10.1007/s00530-006-0064-7, 10.1145/240080.240256, 10.1109/ISMAR.2007.4538823, 10.1007/s10606-015-9217-6, 10.1145/2642918.2647393, 10.1145/2677356.2677661, 10.1145/2470654.2466130, 10.1145/258549.258715, 10.1109/VAST.2010.5652880, 10.1080/10447318.2012.715533, 10.1207/S15327051HCI1523_4, 10.1007/s12193-015-0181-8, 10.1145/1958824.1958839, 10.1007/s11412-015-9213-3, 10.1145/1996461.1996544, 10.1145/1017833.1017843, 10.1145/1518701.1519026, 10.1145/1124772.1124950, 10.1007/s00779-004-0297-4, 10.1007/978-1-4471-5499-0_3, 10.1016/j.procs.2014.05.393, 10.1016/j.ifacol.2016.10.594, 10.1007/s00779-015-0891-7, 10.1007/978-3-642-02580-8_49, 10.1007/978-3-319-46963-8_15, 10.1002/bltj.21581, 10.1007/s10055-006-0045-3, 10.1007/s12193-016-0211-1, "
Adapted visual analytics process for intelligent decision-making,"Data mining,Decision support system,Knowledge,Pattern,Visual analytics",,"Computer Science (miscellaneous),Computer Science (miscellaneous)","Hela Ltifi,Emna Benmohamed,Christophe Kolski,Mounir Ben Ayed",2024,10.1142/S0219622019500470,"10.1016/j.dss.2010.07.003, 10.1016/j.eswa.2017.06.031, 10.3846/20294913.2016.1210694, 10.1016/j.ejor.2019.03.009, 10.1111/cgf.13324, 10.1007/11510154_13, 10.1007/978-3-540-70956-5_7, 10.1109/TVCG.2014.2346481, 10.1109/VAST.2017.8585498, 10.1515/9783110621105, 10.1109/TSMC.2016.2627050, 10.1016/j.knosys.2016.09.009, 10.1145/2500499, 10.1142/S0219622014500497, 10.1142/S0219622018500384, 10.1177/1473871614567794, 10.14569/IJACSA.2016.070721, 10.1109/IV.2006.111, 10.1016/j.eswa.2011.08.013, 10.1201/b10683, 10.1177/1473871616674046, 10.1016/j.eswa.2017.08.032, 10.1109/TVCG.2011.52, 10.1561/1100000039, 10.1109/TIP.2016.2548242, 10.1109/TVCG.2015.2467732, 10.1109/MC.2018.3011034, 10.1016/j.iccn.2011.10.003, 10.1016/j.compag.2019.02.013, 10.1016/j.eswa.2019.07.019, 10.1109/ICALT.2008.116, 10.1016/j.trc.2015.03.006, 10.14569/IJARAI.2012.010105, 10.1016/j.dss.2015.07.003, 10.1016/j.patcog.2019.02.006, 10.1016/j.compag.2019.02.013, 10.14569/IJACSA.2016.070737, 10.19080/BBOAJ.2018.06.555689, 10.1109/MECBME.2014.6783261, 10.1002/cae.22093, 10.1016/j.ins.2017.05.010, 10.1177/1473871613490290, 10.1109/TVCG.2013.209, 10.1016/j.dss.2016.02.001, 10.1016/j.dss.2012.05.043, 10.1016/j.dss.2016.08.003, 10.1016/j.ijinfomgt.2019.04.012, 10.1016/j.cag.2019.07.004, "
Evaluation of multimedia applications using inspection methods: the Cognitive Walkthrough case,"Evaluation,Cognitive Walkthrough,Multimedia application",,"Human-Computer Interaction,Software","Julien Huart,Christophe Kolski,Mouldi Sagar",2024,10.1016/j.intcom.2003.12.005,"10.1016/S0953-5438(01)00048-0, 10.1016/S0953-5438(98)00038-1, 10.1016/0169-7552(96)00038-4, 10.1109/MC.1987.1663693, 10.1080/13614569708914683, 10.1145/208344.208349, 10.1038/scientificamerican0994-86, 10.1016/0953-5438(92)90005-Z, 10.1006/ijhc.2000.0392, 10.1016/S0953-5438(99)00009-0, 10.1177/154193129804200405, 10.1016/S0020-7373(05)80182-8, 10.1518/001872098779480541, 10.1016/S0953-5438(98)00054-X, 10.1016/0020-7373(92)90039-N, 10.1080/014492997119806, 10.1016/S0953-5438(98)00069-1, 10.1016/S0953-5438(97)83779-4, 10.1006/imms.1993.1032, 10.1016/S0953-5438(99)00019-3, 10.1145/208666.208675, 10.1016/S0020-7373(05)80167-1, "
Principes et étude de cas d'adaptation d'IHM dans les SI en fonction du contexte d'interaction de l'utilisateur,"UI design,Adaptable user interface,Patterns,User-centered design,Context,Adaptation,Conception d’IHM,Interface homme-machine plastique,Patrons,Prise en compte de l’utilisateur,Contexte,Adaptation",,Information Systems,"Mohamad-Anas Hariri,Sophie Lepreux,Dimitri Tabary,Christophe Kolski",2024,10.3166/isi.14.3.141-162,
Game Theory-based Human-Assistant Agent Interaction Model,"Assistant agent,Context sensitivity,Control task,Game theory,Human-computer interaction,Road traffic",,,"Martial Razakatiana,Christophe Kolski,René Mandiau,Thomas Mahatody",2024,10.1145/3406499.3415071,"10.1609/aimag.v30i4.2271, 10.1017/S0269888900008122, 10.1145/3349537.3351905, 10.1073/pnas.36.1.48, 10.1109/HSI49210.2020.9142687, 10.3233/AIS-160380, 10.1007/s10489-018-1361-5, 10.1007/s10458-019-09408-y, 10.1038/s42256-018-0010-3, 10.1016/j.future.2017.10.051, 10.5555/1377791.1377793, 10.1109/ICTAI.2016.0107, 10.1007/978-3-662-44750-5_3, 10.1007/s10489-007-0045-3, 10.5860/crl12-349, 10.1017/CBO9780511811654, "
Évaluation des SI : besoins en méthodes et outils provenant de l'ergonomie et des IHM,,,,"Christophe Kolski,Houcine Ezzedine,Marie-Pierre Gervais,Káthia Marçal de Oliveira,Ahmed Seffah",2024,,
HCI Engineering Integrated with Capability Maturity Models,"Capability maturity model,CMMI,Human-computer Interaction",,,"Taisa Guidini Gonçalves,Káthia Marçal de Oliveira,Christophe Kolski",2024,10.1109/RCIS.2016.7549319,"10.1145/2820619.2825017, 10.1007/11497455_17, 10.1007/1-4020-4113-6_10, 10.1201/b12470, 10.1007/978-3-642-39229-0_28, 10.1007/978-3-642-21753-1_4, 10.1145/2305484.2305541, 10.5220/0005377701050113, 10.1080/014492997119806, 10.1080/01449290500168079, 10.1007/1-4020-4113-6, 10.1109/ICPAIR.2011.5976928, 10.1006/ijhc.2001.0503, 10.1007/978-1-84800-907-3_1, 10.1007/978-3-642-31371-4_3, 10.1201/9781420088861, 10.1016/j.chb.2012.01.018, 10.1007/978-1-4615-4625-2, "
Perspectives of a human-machine system modelling by a logicial approach : Contribution of technics issued from Distributed Problem Solving,,,,"René Mandiau,Christophe Kolski,Patrick Millot",2024,,
Aux détours de la dévolution: les députés écossais à la Chambre des Communes depuis 1999,"Ecosse,Dévolution,Députés,Chambre des Communes",,,Edwige Camp-Pietrain,2024,,
Scotland's Children under Devolution,"Scotland,Devolution,Children,Women",,,Edwige Camp-Pietrain,2024,,
La communication politique écossaise depuis l'instauration des institutions décentralisées,Ecosse dévolution communication Travaillistes SNP,,,Edwige Camp-Pietrain,2024,,
La pratique référendaire en Ecosse,"Ecosse,Dévolution,Référendum,Indépendance,Travaillistes,SNP",,,Edwige Camp-Pietrain,2024,,
Les limites de la dévolution au plan fiscal,"Ecosse,Dévolution,Impôts,Travaillistes,SNP",,,Edwige Camp-Pietrain,2024,,
"L'organisation d'un second référendum d'autodétermination. Regards croisés Ecosse, Québec, Catalogne, Nouvelle-Calédonie","Ecosse,Référendum,Indépendance,Québec,Catalogne,Nouvelle-Calédonie",,,Edwige Camp-Pietrain,2024,,
L'Ecosse à l'issue du référendum: la poursuite du processus de dévolution,"Ecosse,Référendum,Dévolution,Impôts,Prestations sociales",,,Edwige Camp-Pietrain,2024,,
Le Parlement écossais à l'épreuve du gouvernement indépendantiste,Ecosse dévolution SNP indépendance,,,Edwige Camp-Pietrain,2024,,
Une conception écossaise des droits de l'homme?,"Ecosse,Dévolution,CEDH,ADN,Détenus",,,Edwige Camp-Pietrain,2024,,
L'Ecosse et le Brexit: aspects juridiques et politiques,"Ecosse,Brexit,Dévolution,Indépendance,SNP",,,Edwige Camp-Pietrain,2024,,
Les politiques publiques du Parlement écossais: l'impact des femmes,"Femmes,Dévolution,Nicola Sturgeon,Avortement,Inégalités",,,Edwige Camp-Pietrain,2024,,
Le Parti national écossais,Ecosse SNP indépendance élections dévolution Alex Salmond,,,Edwige Camp-Pietrain,2024,,
Les élections au Parlement écossais de mai 2003,Ecosse élections SNP dévolution SSP Verts 2003,,,Edwige Camp-Pietrain,2024,,
Bayes-fiducial analysis for human performance assessment in visual inspection (Conference Proceedings),,,,Laurent Desombre,2024,,
Étude du déplacement dans un monde virtuel 3D à l’aide d’une commande oculaire (Conference Proceedings),,,,"Khaled El Sanwar,Richard Kazcmarek,Laurent Desombre",2024,,
"L’image de synthèse, un nouvel outil de communication performant",,,,Laurent Desombre,2024,,
The effect of visual form perception. Experimental research,"Analyse des données,Interface homme-machine,Performances,Représentations graphiques",,,"Laurent Desombre,Noël Malvache,Sylvie Leleu-Merviel",2024,,
"Emagiciens 2006, Rencontres européennes (Conférence Invité | MIFA2006 - Annecy)",,,,"Laurent Desombre,Marie-Anne Fontenier",2024,,
"Emagiciens 2005, Rencontres européennes (Conférence Table Ronde | MIFA2005 - Annecy)",,,,"Laurent Desombre,Marie-Anne Fontenier,Marcel Villoing",2024,,
Nouveaux usages au cœur de la mobilité : le WITNESSCOPE (Conférence Invité - Semaine de l’innovation - Stade NUNGESSER),,,,"Laurent Desombre,Stéphane Bette",2024,,
Ville cartographiée/cartographie de la ville. Approche transartistique et transculturelle,,,,"Laurent Desombre,Yves Mineur",2024,,
"Modelling effect of temporal, visual and postural disturbances on the performances of a pilot performing a signal detection task (Conference Proceedings)",,,,"Laurent Desombre,Yannick Louas,Noël Malvache",2024,,
Fiabilité d’un opérateur placé dans un environnement stressant (Premier rapport semestriel de contrat),,,,"Laurent Desombre,Noël Malvache",2024,,
"Projet ""Ouvrez les yeux | Embodying Sculpture"" (Présentation Public & Enquêtes - Journées européennes du Patrimoine - Hôtel de ville de Valenciennes)",,,,Laurent Desombre,2024,,
Etude de cas pédagogique CCMP Référence : I0136 - Éthique et Big Data : le seigneur des réseaux,,,,Jordan Vazquez Llana,2024,,
"Histoire des intellectuels italiens au XXe siècle. Prophètes, philosophes, experts",,,,Frédéric Attal,2024,,
Contrat en unités de compte : définition des obligations éligibles à l'assurance-vie,"Assurance-vie,Unités de compte",,,Nicolas Leblond,2024,,
Substitution d'assurance-emprunteur : précisions sur la notion de niveau de garantie équivalent Commentaire de l'avis du Comité consultatif du secteur financier du 13 janvier 2015,"Assurance emprunteur,Substitution d'assurance",,,Nicolas Leblond,2024,,
L'exclusion des dommages survenus lors d'essais sur circuit fermé n'est pas toujours valable,"Assurance,Contrat d'assurance,Exclusion de garantie",,,Nicolas Leblond,2024,,
Obligation d'information et de conseil : ne pas oublier le souscripteur éventuel,"Assurance,Intermédiaires d'assurance,Obligation d'information",,,Nicolas Leblond,2024,,
Caractérisation de l'abus de droit de renoncer au contrat,"Assurance-vie,Renonciation au contrat d'assurance-vie,Abus de droit",,,Nicolas Leblond,2024,,
Années de formation et premiers travaux de René-Marie de la Blanchère,,,,Sarah Rey,2024,,
Analysing fact-checking in the field of disinformation studies: for an epistemological approach,"Epistemology of fact-checking,Fact-checking,Epistemology of journalism",,,"Angelina Toursel,Philippe Useille",2024,,
Quand le fact-checking bouscule le rapport entre journalisme et vérité : une approche épistémologique,"Journalism epistemology,Fact-checking epismology,Journalism,Journalistic truth,Fake news,Disinformation,Épistémologie du journalisme,Épistémologie du fact-checking,Journalisme,Vérité journalistique,Vérité,Fake news,Désinformation",,,"Angelina Toursel,Philippe Useille",2024,,
Évaluation formative et TIC : quelle résolution d’une problématique interdisciplinaire ?,,,,"Philippe Useille,Michel Labour,Igor Crevits",2024,,
« Les contours de l’outsider »,,,,Nicolas Balutet,2024,,
Créer du sens par l’évaluation de la lecture hypertextuelle : les didacticiels en question,,,,"Philippe Useille,Michel Labour,Laurent Verclytte",2024,,
Les initiatives solidaires. La réciprocité face au marché et à l'État,,,,Laurent Gardin,2024,10.3917/eres.gardi.2006.01,
"Florence Weber, Séverine Gojard, Agnès Gramain, (sous la direction de), Charges de famille, dépendance et parenté dans la France contemporaine",,,"Sociology and Political Science,Industrial relations",Laurent Gardin,2024,10.4000/sdt.25445,
It’s all Greek to Me. Mehrsprachigkeit aus interdisziplinärer Sicht,,,,"Stephanie Schwerter,Marc Lacheny,Nadine Rentel",2024,,
Speaking like a Spanish Cow. Cultural Errors in Translation,,,,"Stephanie Schwerter,Clíona Ní Ríordáin",2024,,
"Mauern, Grenzen, Zonen",,,,"Stephanie Schwerter,Walburga Hülk",2024,,
Dany Boon : Bienvenue chez les Ch’tis,,,,Stephanie Schwerter,2024,,
Seán Dunne’s – A Poet and Translator,,,,Stephanie Schwerter,2024,,
Les enjeux de la traduction audiovisuelle,,,,"Stephanie Schwerter,Véronique Lagae",2024,,
Belfast in Ian McDonald’s Sacrifice of Fools,,,,Stephanie Schwerter,2024,,
Ulster in Alien Fear,,,,Stephanie Schwerter,2024,,
Das deutsch-französische Übersetzungsprogramm der Fondation de Maison des sciences de l’homme,,,,Stephanie Schwerter,2024,,
Vaincre le temps et l’espace : le mythe du Transsibérien,,,,Stephanie Schwerter,2024,,
Déconstruction des anciens systèmes de pouvoir,,,,Stephanie Schwerter,2024,,
La traduction : Une véritable communication interculturelle ?,,,,Stephanie Schwerter,2024,,
Introduction,,,,Stephanie Schwerter,2024,,
Tom Paulin’s Destabilising Translations,,,,Stephanie Schwerter,2024,,
La langue de Baudelaire,"Stylistique,Langue,Écriture,Baudelaire Charles 1821-1867",,,"Vincent Vivès,Jérôme Hennebert,Benoît Abert,Sandrine Bédouret-Larraburu,Dominique Billy,Marie-Christine Desmarets-Bastien,Sylvain Dournel,François-Charles Gaudard,Silvia Guidice,Armelle Hérisson,Michela Landi,Laurent Mourey,Stéphanie Thonnerieux",2024,,
Vox humana. Poésie - musique - individuation,Voix  chant  poésie  musique  esthétique,,,Vincent Vivès,2024,,
La Beauté et sa part maudite,"Littérature française,Poésie,XIXe siècle,Post-romantisme,Art pour l'art,Esthétique",,,Vincent Vivès,2024,,
Mauvais sang de la métaphore (encore des chemins qui ne mènent nulle part vers dehors la poésie),,,,Vincent Vivès,2024,,
La vie mouvementée (note sur l'hétérodoxie bataillienne),"Sigmund Freud  Georges Bataille,Affect,Psychanalyse,Philosophie,Langage",,,Vincent Vivès,2024,,
Tristes musiques,"Musique,Musique française,Romantisme,19e siècle,20e siècle,Mélancolie",,,Vincent Vivès,2024,,
Musique vocale et culture française : les affinités électives,"Chant,Langue,Représentation de la langue française",,,Vincent Vivès,2024,,
La lyre et l'aulos. Poésie et musique par-delà le principe d'individuation chez Nietzsche - Dionysos - le Crucifié,"Poésie,Littérature,Musique,Philosophie,Friedrich Nietzsche",,,Vincent Vivès,2024,,
Douai et la chanson : aux origines d’un patrimoine,,,"General Earth and Planetary Sciences,General Environmental Science",Stéphane Hirschi,2024,10.3917/nord.067.0105,
Characterization of the generalized Calabi composition of affine hyperspheres,,,"Applied Mathematics,General Mathematics","M. Antic,Z. Hu,C. C. Li,Luc Vrancken",2024,10.1007/s10114-015-4431-1,"10.2206/kyushujm.68.093, 10.2969/jmsj/04630477, 10.1007/BF02571641, 10.1016/0926-2245(94)90002-7, 10.1007/s00025-011-0117-x, 10.1007/s00025-008-0312-6, 10.4310/jdg/1304514974, 10.1016/j.difgeo.2014.01.005, 10.1023/A:1005119304120, 10.14492/hokmj/1350911921, 10.1016/0926-2245(96)00004-6, 10.1007/BF02571370, "
Utilité et hiérarchie des savoirs Les Essais lus depuis Pétrarque et la “querelle des arts”,,,,Blandine Perona,2024,10.48611/isbn.978-2-406-13067-3.p.0091,
Hybrid additive/subtractive manufacturing system to prepare dense and complicated ceramic parts,,,,"Fabrice Petit,Qirong Chen,Enrique Juste,Marie Lasgorceix,Anne Leriche",2024,,
Antimicrobial integrated methodologies for orthopaedic applications,,,,"Edwige Meurice,Cristina Cantallops-Vila,Marie Lasgorceix,Artemis Stamboulis,Anne Leriche",2024,,
"Une idée du miracle : Approche et définition chez Simone Weil, continuité et expression artistique chez Godard,AN IDEA OF MIRACLE: APPROACH AND DEFINITION IN SIMONE WEIL; CONTINUITY AND ARTISTIC EXPRESSION IN GODARD","Simone Weil,Jean-Luc Godard,Aesthetic,Reception,Comparative philosophy",,Automotive Engineering,Vincent Delcorte,2024,10.25180/lj.v25i2.333,
Discrete sensors distribution for accurate plantar pressure analyses,"Wireless sensors Placement,Gait,Plantar pressure",,"Biomedical Engineering,Biophysics","Laetitia Claverie,Anne Ille,Pierre Moretto",2024,10.1016/j.medengphy.2016.09.021,"10.3390/s140101073, 10.1109/JSEN.2014.2299063, 10.1109/TBME.2013.2250972, 10.1016/j.medengphy.2013.11.011, 10.1016/j.medengphy.2011.01.001, 10.1016/j.jbiomech.2004.10.028, 10.1016/j.foot.2007.04.002, 10.1016/j.gaitpost.2006.05.010, 10.1016/j.fas.2009.05.006, 10.1016/j.gaitpost.2010.06.023, 10.1016/j.irbm.2014.02.004, 10.1016/j.gaitpost.2012.04.004, 10.1016/S0966-6362(00)00071-0, 10.1016/j.jse.2013.06.005, 10.1016/j.ergon.2015.02.004, 10.1016/j.jmpt.2014.09.003, 10.1038/sc.2010.41, 10.1016/j.gaitpost.2011.10.005, 10.1016/j.gaitpost.2010.10.089, 10.1097/00002060-200105000-00007, 10.1016/j.gaitpost.2012.08.006, 10.1016/j.clinbiomech.2007.10.011, 10.1016/j.apmr.2005.12.038, 10.1016/j.clinbiomech.2007.11.010, 10.1016/0958-2592(92)90047-S, 10.1177/1938640012457680, 10.1249/MSS.0000000000000281, 10.1016/j.gaitpost.2014.05.063, 10.1590/S1807-59322009000200008, 10.1016/j.jbiomech.2012.09.007, 10.1016/j.gaitpost.2012.09.024, 10.1016/j.jdiacomp.2013.07.004, 10.2337/diacare.28.12.2908, 10.1016/j.gaitpost.2014.06.018, 10.1016/j.gaitpost.2011.12.007, 10.1016/j.fas.2011.03.004, 10.1016/j.clinbiomech.2013.11.003, 10.1016/j.clinbiomech.2008.12.005, 10.1016/j.joca.2011.04.006, 10.1016/j.clinbiomech.2007.09.006, 10.1186/1471-2474-7-102, 10.1093/rheumatology/kei186, 10.1002/jor.22520, 10.1016/j.clinbiomech.2010.11.011, 10.1007/s00402-014-2134-1, 10.1016/j.clinbiomech.2011.02.001, "
« Avant-gardistes ou outsiders ? Quelques réflexions sur les deux notions dans les avant-gardes européennes »,"Aussenseiter,Deutsche Kunstgeschichte,Avantgarde,Avant-garde,Outsider Art,German art history,Avant-garde,Outsider,Histoire de l'art allemande,Notion d'avant-garde,Avant-gardiste",,,Irène Cagneau,2024,,
Geo-Collaboration Model between a City and Its Inhabitants to Develop Complementary Solutions for Better Household Waste Collection,,,,"Abdessalam Hijab,Hafida Boulekbache-Mazouz,Eric Henry",2024,,
Le numérique au service de la médiation du patrimoine territorial,"Identité territoriale,Cartographie numérique,Médiation,Habitants",,,"Douniazed Chibane,Hafida Boulekbache-Mazouz",2024,,
"« L’objet du droit gouvernemental : recherche d’un périmètre », Communication à l’Institut Portalis, Université d’Aix-Marseille, 8 mars 2021.",,,,Matthieu Caron,2024,,
"« Pouvoir exécutif, pouvoir gouvernant et droit gouvernemental », in Priscilla Jensel-Monge et Ariane Vidal Naquet (Dir.), Du pouvoir exécutif au pouvoir gouvernant, Réflexions sur la notion de pouvoir exécutif à partir de la Ve République, Mare et Martin, avril 2021.",,,,Matthieu Caron,2024,,
"Lower limbs relative strength and composite indices of femoral neck strength in a group of young adult men,Force relative des membres inférieurs et indices de résistance osseuse du col fémoral chez des jeunes hommes adultes","Peak bone mass,Lean mass,Hip geometry,Pic de masse osseuse,Masse maigre,Géométrie osseuse de la hanche",,Orthopedics and Sports Medicine,"N. Khalil,Antonio Pinti,G. Khoury,A. Khawaja,R. El Hage",2024,10.1016/j.scispo.2023.04.002,"10.1016/j.jocd.2021.03.011, 10.1016/j.jocd.2020.06.002, 10.1249/JSR.0b013e31825dabb8, 10.1002/jbmr.3556, 10.1007/s00198-006-0172-4, 10.1007/s00198-003-1513-1, 10.1016/j.otsr.2014.06.023, 10.1016/j.jocd.2016.07.005, 10.1016/j.jocd.2021.11.012, 10.1016/j.scispo.2020.09.007, "
